Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
371,David Nwaba\nwabada01,SG,26,CLE,41,793,12.8,.558,.311,.358,4.6,13.8,9.0,8.4,1.8,1.6,8.2,14.8,,1.0,0.3,1.3,.077,,-0.7,-0.6,-1.3,0.1
372,Royce O'Neale\onealro01,SF,25,UTA,71,1398,9.5,.592,.498,.131,1.6,17.6,9.6,10.5,1.6,1.3,15.9,11.1,,0.7,2.1,2.8,.097,,-2.0,2.3,0.3,0.8
373,Kyle O'Quinn\oquinky01,C,28,IND,40,339,15.7,.534,.092,.160,9.1,26.4,17.9,20.4,1.2,5.5,18.0,20.1,,0.2,0.7,0.8,.118,,-2.8,3.8,1.0,0.3
374,Semi Ojeleye\ojelese01,PF,24,BOS,49,512,8.6,.546,.575,.252,4.6,11.1,7.8,4.6,0.8,0.7,10.8,13.3,,0.2,0.4,0.7,.064,,-2.3,-1.6,-3.9,-0.2
375,Jahlil Okafor\okafoja01,C,23,NOP,51,748,17.8,.592,.007,.270,10.0,21.0,15.5,6.0,0.8,3.5,11.0,19.9,,1.1,0.7,1.8,.117,,-1.8,-0.7,-2.4,-0.1
376,Elie Okobo\okoboel01,PG,21,PHO,44,782,7.0,.469,.445,.168,1.1,10.6,5.8,19.6,1.5,0.5,18.0,17.1,,-0.7,0.2,-0.5,-0.033,,-4.2,-2.2,-6.4,-0.9
377,Josh Okogie\okogijo01,SG,20,MIN,63,1447,8.9,.486,.442,.311,2.8,11.1,6.9,6.7,2.3,1.5,10.8,15.8,,-0.3,1.1,0.8,.025,,-2.2,0.0,-2.2,-0.1
378,Victor Oladipo\oladivi01,SG,26,IND,36,1147,17.7,.519,.367,.240,2.1,17.2,9.8,25.4,2.6,0.9,11.2,27.9,,0.5,1.9,2.4,.100,,1.2,1.0,2.3,1.2
379,Kelly Olynyk\olynyke01,PF,27,MIA,68,1526,15.2,.616,.557,.336,4.6,18.0,11.3,12.3,1.5,1.6,14.9,18.5,,2.3,2.0,4.3,.136,,0.9,0.6,1.5,1.4
380,Cedi Osman\osmande01,SF,23,CLE,66,2110,11.7,.539,.441,.210,1.9,15.3,8.3,12.7,1.2,0.4,11.4,18.8,,1.1,0.3,1.4,.032,,-0.4,-1.6,-2.0,0.0
381,Kelly Oubre\oubreke01,SF,23,TOT,69,1935,15.2,.551,.401,.290,4.0,14.7,9.3,6.8,2.1,2.5,9.8,23.2,,0.9,1.4,2.3,.057,,-0.9,-1.2,-2.1,0.0
381,Kelly Oubre\oubreke01,SF,23,WAS,29,755,13.3,.545,.433,.279,3.4,15.4,9.3,3.8,1.7,2.2,8.1,21.0,,0.3,0.5,0.8,.053,,-1.8,-1.9,-3.7,-0.3
381,Kelly Oubre\oubreke01,SF,23,PHO,40,1180,16.4,.555,.384,.296,4.3,14.3,9.2,8.8,2.3,2.8,10.7,24.7,,0.6,0.9,1.4,.059,,-0.3,-0.7,-1.0,0.3
382,Zaza Pachulia\pachuza01,C,34,DET,57,775,14.5,.536,.023,.634,12.5,22.1,17.1,14.3,1.8,1.9,17.4,15.0,,1.1,1.1,2.2,.137,,-1.8,2.7,0.9,0.6
383,Jabari Parker\parkeja01,PF,23,TOT,57,1541,15.7,.570,.261,.236,4.7,21.9,13.2,14.4,1.3,1.4,16.0,24.6,,0.1,1.2,1.3,.042,,-1.4,-0.5,-2.0,0.0
383,Jabari Parker\parkeja01,PF,23,CHI,39,1042,14.6,.543,.246,.233,4.3,21.1,12.7,13.2,1.1,1.2,14.1,25.0,,-0.2,0.7,0.6,.026,,-2.0,-1.0,-3.0,-0.3
383,Jabari Parker\parkeja01,PF,23,WAS,18,499,18.0,.630,.295,.245,5.4,23.7,14.4,16.9,1.7,2.0,20.2,23.6,,0.3,0.5,0.8,.076,,-0.3,0.4,0.1,0.3
384,Tony Parker\parketo01,PG,36,CHO,56,1003,15.4,.512,.110,.268,1.5,7.5,4.5,33.4,1.0,0.6,12.7,25.4,,0.7,0.4,1.0,.049,,-1.4,-3.7,-5.1,-0.8
385,Chandler Parsons\parsoch01,SF,30,MEM,15,260,6.7,.437,.612,.082,1.3,15.9,8.5,12.7,2.5,0.7,13.7,17.7,,-0.4,0.4,-0.1,-0.013,,-4.3,0.2,-4.1,-0.1
386,Patrick Patterson\pattepa01,PF,29,OKC,61,854,8.3,.495,.624,.138,4.8,12.9,8.7,4.6,0.9,1.3,8.3,12.0,,0.3,0.9,1.2,.067,,-3.0,-0.6,-3.6,-0.3
387,Justin Patton\pattoju01,C,21,PHI,3,21,10.5,.317,.286,.286,10.5,19.6,15.2,18.8,4.5,0.0,0.0,15.7,,0.0,0.0,0.0,.082,,-2.2,2.3,0.1,0.0
388,Chris Paul\paulch01,PG,33,HOU,48,1565,19.3,.563,.495,.314,2.1,14.0,7.9,39.0,2.9,0.8,16.6,22.2,,3.6,1.6,5.2,.160,,2.7,-0.3,2.4,1.7
389,Cameron Payne\payneca01,PG,24,TOT,40,712,11.6,.519,.377,.184,2.0,9.2,5.6,21.9,1.9,1.1,15.7,17.6,,0.1,0.4,0.5,.033,,-1.9,-1.6,-3.5,-0.3
389,Cameron Payne\payneca01,PG,24,CHI,31,536,10.3,.492,.351,.149,2.0,8.8,5.4,22.4,1.8,1.0,16.0,17.4,,-0.1,0.3,0.2,.016,,-2.7,-1.6,-4.3,-0.3
389,Cameron Payne\payneca01,PG,24,CLE,9,176,15.3,.596,.455,.291,1.8,10.5,6.0,20.2,2.3,1.5,15.1,18.2,,0.2,0.1,0.3,.085,,0.5,-1.5,-1.0,0.0
390,Elfrid Payton\paytoel01,PG,24,NOP,34,999,14.5,.509,.241,.192,4.9,14.2,9.6,32.5,1.7,1.0,19.5,18.1,,0.7,0.7,1.5,.071,,-0.3,0.0,-0.2,0.4
391,Gary Payton\paytoga02,PG,26,WAS,3,16,37.0,.688,.250,.000,6.8,6.9,6.8,45.1,8.9,5.3,11.1,23.9,,0.1,0.0,0.1,.359,,9.8,5.1,14.9,0.1
392,Theo Pinson\pinsoth01,SG,23,BRK,15,188,8.9,.509,.619,.349,1.1,16.8,9.0,14.3,1.3,0.0,17.1,19.7,,-0.1,0.2,0.1,.023,,-3.4,-1.1,-4.6,-0.1
393,Mason Plumlee\plumlma01,C,28,DEN,69,1421,18.2,.609,.022,.468,10.9,21.6,16.2,19.1,1.9,4.1,19.5,16.7,,2.5,2.3,4.8,.162,,0.3,3.7,4.0,2.2
394,Miles Plumlee\plumlmi01,C,30,ATL,18,173,19.0,.654,.000,.625,9.7,14.4,12.0,14.8,1.6,2.0,14.0,16.8,,0.4,0.1,0.5,.147,,0.3,-0.3,0.0,0.1
395,Jakob Poeltl\poeltja01,C,23,SAS,67,1086,19.2,.635,.000,.307,15.5,19.9,17.7,10.8,1.0,4.4,13.8,13.5,,2.9,1.3,4.2,.187,,1.5,2.5,4.0,1.6
396,Quincy Pondexter\pondequ01,SF,30,SAS,47,266,13.6,.627,.327,.691,3.3,14.6,9.0,11.7,1.6,0.3,12.2,13.5,,0.5,0.2,0.7,.134,,-0.3,-0.9,-1.2,0.1
397,Otto Porter\porteot01,SF,25,TOT,56,1683,15.9,.569,.398,.149,3.5,17.0,10.2,10.6,2.3,1.6,8.7,19.1,,1.8,1.5,3.3,.093,,0.4,0.1,0.4,1.0
397,Otto Porter\porteot01,SF,25,WAS,41,1191,15.0,.551,.398,.145,3.6,17.7,10.6,9.6,2.5,1.6,7.8,18.2,,1.0,1.1,2.1,.085,,-0.2,0.3,0.1,0.6
397,Otto Porter\porteot01,SF,25,CHI,15,492,18.0,.609,.398,.159,3.1,15.4,9.2,13.0,1.8,1.6,10.4,21.3,,0.8,0.4,1.2,.113,,1.8,-0.5,1.3,0.4
398,Bobby Portis\portibo01,PF,23,TOT,40,1016,16.2,.536,.292,.160,8.9,24.5,16.6,8.5,1.2,1.3,10.4,25.4,,0.4,0.9,1.2,.057,,-1.3,-2.0,-3.3,-0.3
398,Bobby Portis\portibo01,PF,23,CHI,22,531,17.2,.529,.266,.185,9.5,23.8,16.6,9.2,1.0,1.3,9.0,26.5,,0.3,0.4,0.7,.065,,-0.9,-2.2,-3.1,-0.1
398,Bobby Portis\portibo01,PF,23,WAS,18,485,15.1,.545,.323,.131,8.2,25.3,16.7,7.6,1.5,1.4,12.0,24.1,,0.1,0.4,0.5,.050,,-1.9,-1.7,-3.6,-0.2
399,Dwight Powell\poweldw01,C,27,DAL,67,1380,20.0,.678,.262,.496,8.6,17.3,13.0,10.0,1.3,2.3,10.2,17.4,,4.4,1.5,5.9,.206,,2.4,0.8,3.2,1.8
400,Norman Powell\powelno01,SG,25,TOR,50,930,12.3,.571,.420,.201,1.7,10.5,6.1,11.8,1.6,1.0,13.2,19.2,,0.6,1.1,1.6,.085,,-0.9,-0.5,-1.4,0.1
401,Alex Poythress\poythal01,PF,25,ATL,21,305,12.2,.571,.284,.358,9.9,16.7,13.2,7.8,0.6,2.9,12.2,14.3,,0.4,0.2,0.6,.089,,-1.5,-0.6,-2.2,0.0
402,Zhou Qi\qizh01,PF,23,HOU,1,1,80.8,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,,0.0,0.0,0.0,1.261,,22.2,-13.0,9.2,0.0
403,Ivan Rabb\rabbiv01,PF,21,MEM,38,485,18.0,.632,.071,.321,11.7,22.5,17.0,12.3,0.9,2.0,13.5,17.1,,1.1,0.6,1.7,.166,,-0.4,0.6,0.2,0.3
404,Chasson Randle\randlch01,PG,25,WAS,39,581,10.1,.578,.515,.257,1.5,7.0,4.2,16.9,1.7,0.1,16.3,16.6,,0.4,0.2,0.5,.044,,-1.2,-3.0,-4.3,-0.3
405,Julius Randle\randlju01,C,24,NOP,67,2046,20.8,.597,.176,.447,7.4,21.8,14.7,15.7,1.1,1.8,13.5,27.4,,3.9,1.8,5.7,.133,,1.7,-0.3,1.4,1.8
406,J.J. Redick\redicjj01,SG,34,PHI,68,2139,14.7,.596,.587,.243,0.9,7.1,4.1,13.1,0.6,0.6,8.2,21.6,,4.0,1.2,5.1,.115,,2.4,-3.1,-0.7,0.7
407,Davon Reed\reedda01,SG,23,IND,8,22,7.9,.625,.250,.000,5.2,5.0,5.1,11.9,0.0,0.0,20.0,9.9,,0.0,0.0,0.0,.070,,-2.6,-2.3,-5.0,0.0
408,Cameron Reynolds\reynoca01,SG,23,MIN,8,112,5.5,.435,.655,.069,0.9,6.8,3.8,4.6,1.7,0.8,3.2,11.5,,0.0,0.0,0.0,.006,,-2.9,-1.6,-4.5,-0.1
409,Josh Richardson\richajo01,SG,25,MIA,69,2410,14.0,.535,.440,.225,2.4,9.0,5.7,17.7,1.5,1.2,9.4,21.2,,2.9,2.4,5.3,.105,,1.0,-0.5,0.5,1.5
410,Malachi Richardson\richama01,SG,23,TOR,22,103,0.9,.481,.862,.172,2.1,11.3,6.8,0.0,0.5,0.0,20.4,16.3,,-0.2,0.1,-0.1,-0.058,,-6.2,-4.4,-10.6,-0.2
411,Austin Rivers\riverau01,PG-SG,26,TOT,67,1814,7.7,.507,.574,.174,1.4,7.8,4.6,11.6,1.1,1.0,10.6,14.5,,0.3,0.6,0.9,.023,,-2.0,-1.7,-3.7,-0.8
411,Austin Rivers\riverau01,SG,26,WAS,29,683,6.8,.490,.546,.237,1.7,9.7,5.7,11.2,1.2,1.2,14.4,15.6,,-0.4,0.2,-0.2,-0.014,,-3.0,-1.5,-4.6,-0.4
411,Austin Rivers\riverau01,PG,26,HOU,38,1131,8.2,.517,.591,.134,1.3,6.7,3.9,11.8,1.0,0.8,8.0,13.8,,0.7,0.4,1.1,.045,,-1.3,-1.8,-3.2,-0.3
412,Devin Robinson\robinde01,SF,23,WAS,4,32,26.1,.607,.000,.462,6.8,17.3,11.9,10.1,4.4,2.6,0.0,20.8,,0.1,0.0,0.1,.223,,1.3,1.0,2.3,0.0
413,Duncan Robinson\robindu01,PF,24,MIA,10,77,7.8,.551,.850,.100,0.0,13.9,7.0,1.8,1.3,0.0,4.6,12.2,,0.0,0.1,0.1,.067,,-2.6,-2.2,-4.8,-0.1
414,Glenn Robinson\robingl02,SF,25,DET,41,534,8.0,.502,.357,.223,3.0,8.7,5.7,4.6,1.1,1.1,9.5,15.3,,0.0,0.5,0.4,.040,,-3.7,-0.9,-4.6,-0.4
415,Jerome Robinson\robinje01,SG,21,LAC,25,228,6.5,.466,.519,.074,1.4,11.3,6.5,5.5,1.5,0.7,4.6,16.2,,-0.1,0.2,0.1,.019,,-2.7,-2.0,-4.7,-0.2
416,Mitchell Robinson\robinmi01,C,20,NYK,56,1066,21.5,.675,.000,.454,13.7,17.4,15.5,4.3,1.8,10.8,9.8,12.1,,2.9,1.7,4.6,.206,,0.4,5.6,6.0,2.2
417,Rajon Rondo\rondora01,PG,32,LAL,37,1080,12.2,.487,.300,.089,2.9,15.7,9.4,35.3,1.7,0.5,23.1,17.5,,-0.1,1.1,1.0,.045,,-2.1,0.2,-1.9,0.0
418,Derrick Rose\rosede01,PG,30,MIN,51,1392,19.6,.557,.194,.212,2.5,8.3,5.4,26.4,1.1,0.7,9.1,27.2,,2.8,0.3,3.1,.107,,2.4,-3.0,-0.6,0.5
419,Terrence Ross\rosste01,SG,27,ORL,71,1867,14.5,.545,.531,.126,1.3,12.8,7.0,9.5,1.6,1.2,7.8,24.0,,0.7,2.3,3.0,.077,,0.1,-1.1,-1.0,0.5
420,Terry Rozier\roziete01,PG,24,BOS,69,1581,13.5,.505,.513,.143,2.0,16.8,9.4,17.9,1.9,1.1,8.7,18.8,,1.0,2.1,3.1,.095,,-0.6,0.4,-0.2,0.7
421,Ricky Rubio\rubiori01,PG,28,UTA,61,1726,13.5,.512,.360,.300,2.0,11.9,7.0,32.1,2.3,0.5,18.2,22.7,,0.5,2.5,3.0,.083,,-0.8,0.6,-0.2,0.8
422,D'Angelo Russell\russeda01,PG,22,BRK,72,2165,19.3,.531,.417,.134,2.0,10.9,6.5,40.8,1.9,0.7,13.2,31.5,,2.1,2.2,4.3,.096,,3.7,-0.7,2.9,2.7
423,Domantas Sabonis\sabondo01,C,22,IND,65,1611,22.3,.637,.025,.448,11.4,29.6,20.7,17.9,1.4,1.6,16.3,23.5,,4.0,3.0,6.9,.206,,1.6,2.3,3.9,2.4
424,Brandon Sampson\sampsbr01,SG,21,CHI,5,30,13.6,.750,.625,.000,0.0,14.6,7.3,5.1,0.0,0.0,0.0,11.7,,0.1,0.0,0.1,.136,,1.0,-3.9,-2.9,0.0
425,Dario Saric\saricda01,PF,24,TOT,70,1720,12.7,.555,.466,.216,6.8,17.9,12.3,8.7,1.1,0.3,11.8,17.5,,1.8,1.1,2.9,.080,,0.0,-1.3,-1.3,0.3
425,Dario Saric\saricda01,PF,24,PHI,13,396,8.1,.496,.530,.227,5.8,16.9,11.5,8.9,0.5,0.6,14.7,18.0,,-0.1,0.3,0.2,.026,,-2.4,-1.3,-3.7,-0.2
425,Dario Saric\saricda01,PF,24,MIN,57,1324,14.0,.573,.446,.212,7.1,18.1,12.6,8.6,1.3,0.3,10.9,17.4,,1.9,0.8,2.7,.096,,0.8,-1.3,-0.5,0.5
426,Tomas Satoransky\satorto01,SG,27,WAS,70,1846,14.2,.594,.306,.275,4.0,10.3,7.1,24.3,1.8,0.6,16.3,14.0,,3.4,0.8,4.2,.108,,0.5,-1.0,-0.5,0.7
427,Dennis Schroder\schrode01,PG,25,OKC,69,2005,12.4,.499,.317,.203,1.6,11.2,6.3,21.2,1.3,0.4,12.6,24.7,,0.0,2.2,2.1,.051,,-2.0,-1.5,-3.5,-0.7
428,Mike Scott\scottmi01,PF,30,TOT,70,1166,8.4,.511,.603,.087,3.7,17.3,10.7,7.0,1.1,0.8,10.4,14.9,,0.1,1.1,1.1,.046,,-1.7,-0.9,-2.7,-0.2
428,Mike Scott\scottmi01,PF,30,LAC,52,748,9.5,.521,.578,.078,3.5,20.6,12.3,8.1,1.1,0.8,10.2,14.9,,0.2,0.7,0.9,.058,,-1.5,-0.7,-2.2,0.0
428,Mike Scott\scottmi01,PF,30,PHI,18,418,6.4,.494,.648,.102,3.9,11.3,7.8,5.1,1.0,0.8,10.7,15.0,,-0.1,0.3,0.2,.025,,-2.2,-1.4,-3.6,-0.2
429,Thabo Sefolosha\sefolth01,SF,34,UTA,39,407,12.6,.605,.531,.163,1.6,22.2,12.0,5.5,3.5,1.0,13.9,12.8,,0.2,0.8,1.0,.119,,-2.3,2.7,0.5,0.3
430,Wayne Selden\seldewa01,SG,24,TOT,66,1210,8.7,.505,.372,.218,2.6,9.5,6.1,11.5,1.1,1.0,12.8,17.9,,-0.5,0.7,0.2,.007,,-3.1,-1.6,-4.7,-0.8
430,Wayne Selden\seldewa01,SG,24,MEM,32,455,8.9,.495,.391,.180,3.9,7.1,5.5,12.4,1.1,1.3,11.7,19.4,,-0.2,0.4,0.1,.016,,-3.1,-1.9,-5.0,-0.4
430,Wayne Selden\seldewa01,SG,24,CHI,34,755,8.5,.513,.358,.245,1.9,11.0,6.5,10.9,1.1,0.8,13.6,17.0,,-0.3,0.3,0.0,.002,,-3.1,-1.5,-4.5,-0.5
431,Collin Sexton\sextoco01,PG,20,CLE,72,2238,11.7,.513,.229,.220,2.4,8.4,5.3,15.4,0.8,0.2,12.5,25.3,,-0.4,-0.3,-0.8,-0.016,,-1.8,-3.5,-5.4,-1.9
432,Landry Shamet\shamela01,SG-PG,21,TOT,70,1562,11.1,.609,.716,.165,1.2,6.1,3.7,8.2,1.1,0.5,7.0,15.1,,2.4,0.9,3.3,.100,,1.4,-2.3,-0.9,0.4
432,Landry Shamet\shamela01,SG,21,PHI,54,1108,10.7,.606,.706,.156,1.4,6.0,3.7,7.4,1.0,0.6,6.6,15.0,,1.6,0.7,2.3,.099,,1.0,-2.4,-1.3,0.2
432,Landry Shamet\shamela01,PG,21,LAC,16,454,11.8,.618,.741,.187,0.7,6.3,3.6,10.1,1.1,0.2,8.0,15.2,,0.8,0.2,1.0,.103,,2.4,-2.3,0.0,0.2
433,Iman Shumpert\shumpim01,SG,28,TOT,54,1316,9.4,.498,.600,.101,1.8,11.0,6.3,10.6,2.0,1.4,9.4,14.7,,0.2,1.2,1.3,.049,,-1.3,0.3,-1.1,0.3
433,Iman Shumpert\shumpim01,SG,28,SAC,42,1099,10.1,.511,.580,.118,1.7,10.5,6.0,10.7,2.0,1.5,9.4,15.1,,0.3,1.0,1.3,.057,,-0.9,0.4,-0.5,0.4
433,Iman Shumpert\shumpim01,SG,28,HOU,12,217,5.8,.412,.719,.000,2.0,13.8,7.7,10.2,2.0,0.8,9.5,12.6,,-0.1,0.2,0.0,.009,,-3.7,-0.5,-4.1,-0.1
434,Pascal Siakam\siakapa01,PF,24,TOR,71,2277,18.6,.620,.221,.324,5.4,17.8,11.7,14.4,1.4,1.8,12.0,20.3,,5.1,3.2,8.2,.174,,1.9,1.6,3.5,3.1
435,Jordan Sibert\siberjo01,SG,26,ATL,1,4,29.9,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,,0.0,0.0,0.0,.184,,13.0,-6.7,6.3,0.0
436,Ben Simmons\simmobe01,PG,22,PHI,71,2451,20.2,.588,.005,.451,7.0,20.4,13.9,34.4,1.9,1.7,19.5,21.9,,4.5,3.4,7.8,.153,,1.6,2.7,4.3,3.9
437,Jonathon Simmons\simmojo02,SG-SF,29,TOT,52,991,7.4,.448,.294,.269,2.7,9.7,6.2,15.9,1.3,1.2,15.0,18.6,,-1.1,1.0,-0.1,-0.003,,-4.8,-0.4,-5.2,-0.8
437,Jonathon Simmons\simmojo02,SG,29,ORL,41,845,7.5,.445,.290,.252,2.9,9.8,6.3,16.0,1.0,1.4,15.0,19.3,,-1.0,0.9,-0.2,-0.010,,-4.9,-0.4,-5.3,-0.7
437,Jonathon Simmons\simmojo02,SF,29,PHI,11,146,7.3,.470,.324,.405,1.5,9.2,5.5,15.3,2.6,0.0,15.5,14.8,,-0.1,0.2,0.1,.033,,-3.8,-0.6,-4.4,-0.1
438,Kobi Simmons\simmoko01,PG,21,CLE,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.031,,-6.3,-0.9,-7.2,0.0
439,Anfernee Simons\simonan01,SG,19,POR,14,73,-4.5,.328,.400,.267,0.0,10.0,5.1,7.4,0.0,0.0,19.3,24.0,,-0.4,0.0,-0.4,-0.248,,-11.4,-4.5,-15.9,-0.3
440,Marcus Smart\smartma01,SG,24,BOS,71,1954,13.2,.572,.622,.238,2.8,8.7,5.7,19.3,3.1,1.2,16.7,14.2,,2.2,2.8,4.9,.121,,0.7,1.3,2.0,2.0
441,Dennis Smith\smithde03,PG,21,TOT,49,1409,12.6,.506,.317,.251,2.2,8.7,5.4,27.6,2.2,1.2,17.7,24.2,,-0.8,1.1,0.3,.010,,-1.5,-0.9,-2.4,-0.1
441,Dennis Smith\smithde03,PG,21,DAL,32,908,11.6,.527,.350,.230,2.2,9.3,5.8,24.3,2.1,1.0,20.3,23.3,,-0.6,0.8,0.2,.011,,-2.1,-0.4,-2.4,-0.1
441,Dennis Smith\smithde03,PG,21,NYK,17,501,14.3,.475,.266,.283,2.2,7.6,4.8,33.7,2.3,1.5,13.5,25.7,,-0.2,0.3,0.1,.010,,-0.5,-1.7,-2.2,0.0
442,Ish Smith\smithis01,PG,30,DET,44,979,11.6,.487,.303,.122,1.8,10.9,6.2,24.6,1.2,0.9,11.2,19.2,,0.4,0.9,1.3,.063,,-1.8,-0.8,-2.5,-0.1
443,J.R. Smith\smithjr01,SG,33,CLE,11,222,7.8,.444,.494,.127,0.0,9.3,4.5,13.9,2.5,1.2,11.7,18.6,,-0.3,0.1,-0.2,-0.036,,-3.4,-1.6,-5.1,-0.2
444,Jason Smith\smithja02,C-PF,32,TOT,20,190,9.8,.492,.441,.271,9.1,20.3,14.7,9.7,0.7,3.1,16.4,17.5,,0.0,0.2,0.2,.040,,-3.7,-0.6,-4.3,-0.1
444,Jason Smith\smithja02,C,32,WAS,12,130,11.7,.520,.270,.324,9.1,22.1,15.5,12.3,0.4,3.2,14.2,16.1,,0.1,0.1,0.2,.071,,-2.9,-0.3,-3.2,0.0
444,Jason Smith\smithja02,PF,32,MIL,6,40,6.3,.468,.692,.154,8.1,19.3,14.0,3.1,2.3,4.2,26.5,19.8,,-0.1,0.1,0.0,-0.019,,-6.8,1.2,-5.6,0.0
444,Jason Smith\smithja02,PF,32,NOP,2,20,4.6,.405,.778,.222,10.5,10.2,10.4,6.2,0.0,0.0,9.2,22.3,,0.0,0.0,0.0,-0.045,,-2.6,-5.8,-8.4,0.0
445,Tony Snell\snellto01,SG,27,MIL,72,1263,10.4,.575,.563,.109,2.4,9.3,6.1,6.8,0.9,1.1,5.7,12.9,,1.5,1.5,3.0,.113,,-0.8,-0.4,-1.2,0.3
446,Ray Spalding\spaldra01,PF,21,TOT,4,23,16.3,.672,.143,.143,4.7,19.7,12.1,14.5,0.0,10.9,21.2,17.6,,0.0,0.0,0.0,.075,,-3.4,3.4,0.0,0.0
446,Ray Spalding\spaldra01,PF,21,DAL,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.002,,-6.6,0.4,-6.2,0.0
446,Ray Spalding\spaldra01,PF,21,PHO,3,22,17.1,.672,.143,.143,5.0,20.6,12.6,15.2,0.0,11.4,21.2,18.4,,0.0,0.0,0.0,.079,,-3.2,3.5,0.3,0.0
447,Omari Spellman\spellom01,PF,21,ATL,46,805,12.5,.516,.525,.184,9.3,16.4,12.8,8.0,1.5,2.7,10.5,14.9,,0.6,0.6,1.2,.072,,-1.0,0.0,-1.0,0.2
448,Nik Stauskas\stausni01,SG,25,TOT,59,910,11.0,.545,.564,.198,2.0,11.7,6.9,11.8,1.0,0.4,12.7,17.7,,0.6,0.5,1.1,.055,,-0.8,-2.2,-3.0,-0.2
448,Nik Stauskas\stausni01,SG,25,POR,44,673,10.8,.545,.546,.157,1.6,10.9,6.3,12.7,1.0,0.5,14.0,17.9,,0.3,0.4,0.8,.054,,-1.0,-1.9,-2.9,-0.2
448,Nik Stauskas\stausni01,SG,25,CLE,15,237,11.6,.544,.622,.324,3.1,14.1,8.4,9.2,1.0,0.4,8.6,17.1,,0.3,0.0,0.3,.058,,-0.4,-3.0,-3.4,-0.1
449,D.J. Stephens\stephdj01,SG,28,MEM,1,7,5.6,.500,.000,.000,0.0,0.0,0.0,0.0,7.1,0.0,33.3,19.3,,0.0,0.0,0.0,-0.117,,-10.0,2.4,-7.5,0.0
450,Lance Stephenson\stephla01,SG,28,LAL,61,952,12.5,.537,.446,.172,3.0,15.9,9.6,17.8,1.8,0.5,15.5,21.1,,0.0,1.0,1.0,.051,,-1.4,-0.7,-2.1,0.0
451,Edmond Sumner\sumneed01,PG,23,IND,19,170,4.7,.378,.408,.245,4.7,7.7,6.2,6.2,2.6,2.6,12.8,16.0,,-0.4,0.3,-0.1,-0.025,,-5.7,1.1,-4.6,-0.1
452,Caleb Swanigan\swanica01,PF,21,POR,18,145,3.2,.372,.114,.159,9.8,28.1,19.1,6.3,1.3,0.0,25.4,18.4,,-0.4,0.2,-0.3,-0.086,,-8.9,-0.7,-9.6,-0.3
453,Jayson Tatum\tatumja01,SF,20,BOS,71,2217,15.4,.551,.300,.229,3.1,18.1,10.6,9.5,1.7,2.2,9.7,22.1,,1.7,3.1,4.8,.104,,-1.2,0.7,-0.6,0.8
454,Jeff Teague\teaguje01,PG,30,MIN,42,1264,15.5,.528,.252,.368,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.2,,1.8,0.5,2.3,.088,,0.1,-2.5,-2.4,-0.1
455,Garrett Temple\templga01,SG,32,TOT,65,1818,8.3,.538,.529,.218,1.3,10.3,5.8,7.0,1.7,1.5,11.1,13.4,,0.1,1.9,1.9,.051,,-2.0,0.6,-1.3,0.3
455,Garrett Temple\templga01,SG,32,MEM,49,1530,8.7,.551,.543,.196,1.3,10.0,5.6,6.7,1.6,1.6,11.4,13.9,,0.1,1.6,1.7,.052,,-1.9,0.6,-1.2,0.3
455,Garrett Temple\templga01,SG,32,LAC,16,288,6.3,.460,.439,.368,1.5,11.4,6.6,8.5,2.1,1.1,9.6,10.7,,0.0,0.3,0.3,.042,,-2.6,0.8,-1.7,0.0
456,Milos Teodosic\teodomi01,PG,31,LAC,15,150,6.6,.557,.675,.175,2.2,8.9,5.6,29.0,0.9,0.5,32.8,18.0,,-0.1,0.1,-0.1,-0.016,,-2.8,-3.2,-6.0,-0.2
457,Jared Terrell\terreja01,SG,23,MIN,10,75,0.6,.377,.444,.074,1.4,4.3,2.9,12.4,1.9,1.1,22.3,20.0,,-0.3,0.0,-0.2,-0.155,,-7.7,-2.6,-10.4,-0.2
458,Emanuel Terry\terryem01,PF,22,TOT,3,23,19.7,.571,.000,.571,14.1,19.7,16.8,12.2,6.2,0.0,18.6,20.0,,0.0,0.0,0.1,.120,,-0.7,2.5,1.8,0.0
458,Emanuel Terry\terryem01,PF,22,PHO,2,20,19.9,.654,.000,.333,10.9,22.7,16.7,8.0,7.2,0.0,22.5,19.0,,0.0,0.0,0.1,.130,,-1.2,3.1,1.8,0.0
458,Emanuel Terry\terryem01,PF,22,MIA,1,3,18.5,.266,.000,2.000,35.8,0.0,17.9,40.5,0.0,0.0,0.0,26.8,,0.0,0.0,0.0,.049,,3.1,-1.4,1.7,0.0
459,Daniel Theis\theisda01,C,26,BOS,57,791,17.4,.631,.258,.300,10.2,16.8,13.5,10.8,1.2,4.0,10.5,16.0,,2.1,1.1,3.2,.193,,1.0,1.6,2.6,0.9
